x, y
3.7514052323218303, 0.11259719558867556
4.2454918560962795, 0.1575195604857959
4.750760857712173, 0.28951946339134726
5.246750864948995, 0.6760120073468133
5.747737253774548, 0.7037405636332743
6.2491201808214285, 0.6760524633670737
6.74495157276972, 0.6900745199893197
7.242369117603323, 0.709849422692591
7.749224272104527, 0.8000016182408105
8.247990046890644, 0.8031490966170677
8.750879819178571, 0.8046055133464411
9.250597285695875, 0.8069357801134387
9.74563560120151, 0.8085054736995413
10.251776986904325, 0.8105444571206641
10.748639378228068, 0.8122031539513396
11.248356844745373, 0.8125591669296308
11.7512466170333, 0.8380626421017713
12.249695161242354, 0.8381192805301357
12.743940400305334, 0.8381030981220317
13.250557631873741, 0.8387099384259372
13.749957867813983, 0.8365657693521373
14.250944256639537, 0.8365900429642936
14.755261566524242, 0.8359670202522839
15.251648111982393, 0.8360802971090129
15.753189654317804, 0.8343083234216084
16.251162352661268, 0.8333454701394115
16.751276357399895, 0.8329328187327557
17.260034895363475, 0.8318647797978818
17.755707672023235, 0.8309262001278411
18.253363139789634, 0.8289033991148224
18.749432454670725, 0.827778721751584
19.25406699513249, 0.8291380440323325
